sentence1,sentence2,score,lang,split
Die wetenskaplike naam word gewoonlik kursief (skuinsgedruk) geskryf.,Skaaldiere (Crustacea) vorm 'n baie groot groep van die geleedpotiges en word gewoonlik as 'n subfilum hanteer.,0.25,afr,test
Hierdie immergroen boom is eintlik n kategorie 3 indringer.,Hierdie boom het oor die algemeen n mooi geronde kroon met n kort hoof-stam.,0.5,afr,test
EK WEET nie hoe tienermas cope om n kind groot te maak nie.,Ons kul onsself om te dink alle vroue weet instinktief hoe om babas groot te maak.,0.44,afr,test
"Ons O/8-groep speel oorgangs-krieketliga, wat die seuns kans bied om meer blootstelling te kry vir die O/9 skoolliga.","By hierdie liga speel die seuns volgens O/9 krieketvlak reëls, om sodoende die gevoel te kry van skoleligakrieket.",0.75,afr,test
Ons leer deur n kombinasie van die drie in n meerdere of mindere mate toe te pas.,Hy verwerk nuwe inligting deur te lees of deur na prente of n demonstrasie te kyk.,0.62,afr,test
"Die stutte het elk ook n los voetjie, en dié bêre jy net onder die stutte.",Die stutte se arm pas elk in n vierkantige buis in die romp van die wa.,0.66,afr,test
"Die relatiewe lae suiker- en hoë ruproteïeninhoud van lusern bemoeilik die bevredigende inkuiling daarvan (Langer, 1967).","Vakuumtegnieke het die inkuiling van lusern aansienlik verbeter (Langer, 1967).",0.62,afr,test
"Verf op hout-elemente kan met veiligheid verwyder word, selfs al het dit n loodbasis.",Dié maklike meringue het n sagte tekstuur binne-in en is perfek met n suurlemoenvulsel en vars bessies.,0.22,afr,test
Daarop sê die koning: Hy bring ook 'n goeie boodskap.,"As u belangstel om 'n verspreider te word vir u plaaslike gebied buite Noord-Amerika, kontak asseblief Tekna Indië.",0.19,afr,test
"Vir Mandela om Julie 2013 nog te leef, sal volgens ons informasie reeds n groot wonderwerk wees.",Los dit n minuut aan sodat die olie kan intrek.,0.19,afr,test
Die verf kan met n verfstroper of hittepistool verwyder word.,"Onthou om ingemaakte lensies, veral vir n slaai, af te spoel voor dit gebruik word.",0.25,afr,test
Oefening en n aktiewe leefstyl is noodsaaklik vir die intoomhouding van gewig.,"As jou dokter aanbeveel dat jy nie oefen nie, kan jy steeds n aktiewe leefstyl hê.",0.56,afr,test
Die Engelse vertaling staan bekend as Cook and Enjoy It en is in 1961 deur De Villiers uitgegee.,Onder die veranderinge was 'n afgekorte titel vir die Engelse uitgawe: Cook and Enjoy.,0.88,afr,test
Die HOKK is n permanente komitee van die Raad op Hoër Onderwys.,Die AAU is n kontinentwye forum oor hoër onderwys in Afrika en het 215 lede-instellings in 44 Afrika-lande.,0.44,afr,test
Daar is n groot verskeidenheid van sulke middels wat die nie-steroïde anti-inflammatoriese middels (NSAI-middels) genoem word.,"Dit is baie doeltreffend, want n groot dosis kan op hierdie manier toegedien word.",0.56,afr,test
Inligting word ook benodig oor die verspreiding en algemene bewegings van jong voëls wat pas die nes verlaat het.,Sulke inligting word benodig om die bewaring van hierdie bedreigde voëls te probeer verseker.,0.69,afr,test
Kennisgewing van die verhoor moet aan die ouers gestuur word via die leerder of die pos.,In die kennisgewing moet al die leerder se aanklagte aan die ouers uiteengesit word.,0.78,afr,test
Stuur foto's en video's onmiddellik met WhatsApp.,Niemand ondersoek of die oorledene gesoek word vir misdaad nie.,0.28,afr,test
"Wind suidwes naby kalm in die oggend, wat oorslaan na noord-noordoos in die namiddag.","As daar genoeg voedsel is, word 'n tweede werpsel in Julie of Augustus gebore.",0.28,afr,test
"Dit meng maklik in smoothies, sap of water.",Jy sal voel soos 'n plaaslike by elke bestemming wat jy besoek met Sand Pebbles Tours N Travel.,0.2,afr,test
"Verder, in sommige gevalle is dit meer betekenisvol om van breukdele van 'n lading te praat.","Ek het eers my .30-06 Remington gebruik om die een te skiet, n plankdwarsskoot van 136m af.",0.47,afr,test
Alaric Basson het ook n bronsmedalje in die 50 m-borsslag gewen.,"Die Egiptenare het hier ook n byeenkomsrekord opgestel, met Youssef Elkamash wat in 28.04 gewen het.",0.41,afr,test
"Pak die druiwekorrels styf teen mekaar op die deeg, maar los n 5 cm-rand reg rondom oop.",Begin met n paar plante en kyk eers watter floreer op die balkon.,0.41,afr,test
"Druk saadjies in die herfs of die lente in klam, komposryke grond.","Saai of plant dié tweejarige in die herfs of lente in goed gedreineerde, komposryke grond.",0.53,afr,test
Die opbrengs van die boek word aan maatskaplike dienste in die Suid-Afrikaanse Polisie Diens geskenk.,"Sodra n Teisteringsbevel toegestaan is, is dit bindend vir 5 jaar.",0.28,afr,test
"As jy n goeie vriendin of familie naby het, kan julle ook grootmaatvrugte koop en deel.","As jy items wat julle baie gebruik teen afslag koop, kan jy ook n paar rand spaar.",0.47,afr,test
"Jy kan ook n probiotikum drink, soos Reuterina Femme®, wat die natuurlike vaginale organismes herstel.",Ek dink nie daar steek veel waarheid in die storie dat natuurlike jogurt ook die natuurlike organismes herstel nie.,0.47,afr,test
"Hy was klein gebou, maar rats soos n kampioen.",Dit is n replika van n lewensgrootte beeld wat in die digterstuin by die sentrum staan.,0.22,afr,test
Dit bly belangrik dat elke leerder sy/haar skoolloopbaan suksesvol voltooi.,Die leerder moet egter aan minimum assesseringstandaarde voldoen om sy/haar skoolloopbaan suksesvol te voltooi.,0.72,afr,test
In haar ander hand klem sy n klein reistassie vas.,Dan word dit terugbetaal oor n tydperk uitgestippel in jou kontrak.,0.28,afr,test
Laai die naelkeurwiel hier af en druk dit op n A3-papier uit.,"Johan Myburg vertel meer oor die wenner van die eenmalige alternatiewe Nobelprys, MARYSE CONDE.",0.16,afr,test
"Hierdie behandeling, meer as tagtig jaar gelede, is as n triomf vir die mediese wetenskap aangekondig.",Die mediese wetenskap verloor n ware groot navorser.,0.53,afr,test
Rol die deeg in n groot reghoek van 15 x 12 cm.,Vorm die twee stukke deeg in balle en rol dit tot die dikte van n pizzabasis uit.,0.38,afr,test
"Toe ons om die draai kom, kon ek die waterbokke onder n boom sien staan.",Hierdie boek is gebasseer op die interessante ware verhaal van speurder Piet Byleveld se lewe en loopbaan.,0.19,afr,test
"Johan Myburg vertel meer oor die wenner van die eenmalige alternatiewe Nobelprys, Maryse Conde.",Johan Myburg vertel in sy insetsel meer oor die wenner van die Manbookerprys.,0.59,afr,test
Deel vir elke leerder n skoon vel papier uit.,Die leerders gebruik elkeen n skoon vel papier en teken n lui 8 op die papier.,0.72,afr,test
"Daarom is die proposisie huidig waar, maar nie noodsaaklik nie.","Elke waar proposisie wat korrespondeer met 'n toestand of gebeure in die verlede tyd, is noodsaaklik waar.",0.66,afr,test
Dit is duidelik dat die munisipaliteit in n krisis is en nie meer sy verpligtinge kan nakom nie.,"As n mens die woord hefboom noem, dink jy miskien dadelik aan iets soos n koevoet.",0.16,afr,test
"Dit word ook, uiteindelik, 'n voorbereiding op die onafwendbare einde van die reis: die dood.","Die 'ander land' word nie net geografies bedoel nie, maar ook die reis na die onbekende.",0.41,afr,test
"Die stad het 'n bevolking van 79 185 in 2005 gehad en 'n oppervlakte van 26,14 km².",Ek het jammer vir Sprinkaan gevoel omdat Mier nie vir hom kos wou gee nie.,0.16,afr,test
Kies n kontrasterende kleur wat jy sal gebruik om naelkuns mee te skep.,"As jy wit as basis gebruik, maak kolle met n bleek kleur en omgekeerd.",0.66,afr,test
"Susan besoek die Hoërskool vir gesiggestremdes, Worcester.","Susan besoek die Laerskool,by die Instituut vir Blindes, Worcester.",0.84,afr,test
"Indien jy Port Nolloth besoek en jy benodig akkommodasie, is jy op die regte plek.","Akkommodasie bied gaste 'n keuse tussen kothuise met 'n strandvakansie-atmosfeer in McDougallsbaai, Port Nolloth.",0.72,afr,test
Hy word deur die SA Akademie vir Wetenskap en Kuns in 1953 vereer met die Akademieprys vir Vertaalde werk.,As iemand opmerk jy het n groot gat verwys dit na jou struktuur.,0.22,afr,test
Teen n baie lae jaarlikse bedrag kan jy n groot verskeidenheid boeke lees.,Gaan snuffel in tweedehandse boekwinkels rond en koop boeke teen n fraksie van die oorspronklike prys.,0.53,afr,test
Verse 36 38 handel oor n tyd toe dit moeilik was om te glo.,Weer laai hy die kat en ry so 5km weg en smyt hom uit.,0.12,afr,test
Sean het n 42% kans vir oorlewing gehad toe hy daar aangekom het met 57% brandwonde.,"Nou het hy n 99,9% kans op n normale lewe.",0.62,afr,test
"Die sesde boek in die gewilde Asterix-reeks, wat groot en klein wereldwyd bekoor.","Die vyfde boek in die gewilde Asterix-reeks, in 'n splinternuwe, sprankelende Afrikaanse gedaante.",0.81,afr,test
Dit was vir ons ook baie aangenaam om julle as gaste by ons te kon huisves.,Dit was ook baie aangenaam om julle hier te huisves en ons het julle bedagsaamheid baie waardeer.,0.78,afr,test
Die kunstenaar abstraheer uit al sy kennis van 'n landskap of die liggaam van 'n mens die essensiële lyn.,Die lyn wat die gedagte aan 'n landskap of 'n liggaam stel.,0.44,afr,test
"Lospassende katpakke met n belt of rek wat die middel beklemtoon, werk vir almal.","As jy dieselfde kleur denim gaan dra, gee die uitrusting skop met n kleurvolle bykomstighede of belt.",0.5,afr,test
Dalk is dit maar net hoe n mens voel wanneer jy vir die eerste keer ouma word.,Ek is so opgepof soos net n eerste keer ouma kan wees.,0.91,afr,test
"Dié gesigvorm is ook kort en breed, met sagte vol wange en n opmerklike spits ken.","Hiedie Nokia is n staatmaker, en sal nog vir 20 jaar gebruik word.",0.16,afr,test
Die gevalle waar die netto lading nie nul is nie word gereeld na verwys as statiese elektrisiteit.,Die simbool Q word gereeld gebruik om die hoeveelheid elektrisiteit of lading aan te toon.,0.72,afr,test
Sprinkel kaas bo-oor en bedek dit met nog n vel deeg.,Strooi die res van die kaas bo-oor en besprinkel met n klein bietjie olyfolie.,0.78,afr,test
"En toe kom die uitspraak: Op aanklag 1, poging tot moord, kry hy 8 jaar.",U kan n kind se verjaarsdag vir hom spesiaal maak deur n geskenk te borg.,0.19,afr,test
"Tydens stap twee word die leesbegripstrategieë toegepas in kleiner groepe, gefasiliteer deur die onderwyser of medeleerders.","Vou die rand in, oor van die druiwekorrels, sodat n kors reg rondom die tert vorm.",0.22,afr,test
AfriForum stel n burgerlike mosie van wantroue in president Jacob Zuma bekend.,AfriForum het n beroep op die breë publiek gedoen om die mosie van wantroue te ondersteun.,0.88,afr,test
Hulle kan slegs argumenteer dat die utopiese toekomsvisie van die progressiewe beweging in werklikheid n distopie gaan wees.,Die progressiewe beweging se inisiatief word oor n lang termyn agter die skerms voorberei.,0.41,afr,test
Nog baie meer kan (en moet) geskryf word oor hierdie saak.,Daardie besef is die saadjie wat in elke (ware) Afrikanerhart geplant moet word.,0.31,afr,test
Beweeg liggies heen en weer totdat jy gemaklik die swaard so teen die bottel kan beweeg.,Mandela se visie het in n nagmerrie ontaard en Suid-Afrika is nie meer die wêreld se gunsteling-wonderwerk-land nie.,0.16,afr,test
Met ander woorde: Hierdie ligstrale vorm op sulke hoogtes nog geen spesifika nie.,In Hoofstuk 4 word gedigte behandel waarin die digter skryf oor sosiale status van mense.,0.22,afr,test
"Ek het reeds twee jaar n verhouding met n ander man, al is ek gelukkig getroud.",Heel moontlik wil hy weens jaloesie keer dat jy gelukkig is in n nuwe verhouding.,0.59,afr,test
"Die Bloedvlag word eers in die toekoms gebore, nadat die emmer bloed omval.","Wanneer ons vlag in hierdie bloed gedoop word, sal ons eers 'n Bloedvlag hê.",0.62,afr,test
"Woestynkombuis is n huldeblyk aan daardie dae, toe kos nog kós was.","Woestynkombuis is geïnspireer deur n vrou sonder pretensie, n vrou met integriteit.",0.75,afr,test
Daar is ook n nasionale vereniging vir skuldbemiddeling (www.ndma.org.za) by wie jy kan aanklop.,"Uit 'n welvaart oogpunt sal verbruikers 'n verhoging in welvaart ervaar, terwyl die welvaart van produsente sal afneem.",0.44,afr,test
Hieronder volg n vlugtige opsomming van die land se verlede en die aanloop tot die huidige rampspoedige situasie.,Sy uiters drastiese optrede teen die land se blanke boere het n geleidelike aanloop gehad.,0.41,afr,test
My dogtertjie (3) het n baie gesonde eetlus en eet gesonde kos.,Sommige kinders het bloot n gesonde eetlus.,0.72,afr,test
"Indien artikels nie aanvaarbaar is nie, sal dit deur admins verwyder word.","Edits wat nie deug nie, word deur iemand anders ge-edit of verwyder.",0.72,afr,test
Mülheim an der Ruhr is 'n stad in Noordryn-Wesfale in Duitsland.,In die Griekse vertaling van die Ou Testament word hierdie woord nooit vir laste of probleme gebruik nie.,0.12,afr,test
Die Trust sal vooraf bystand gee vir mense uit die gemeenskap wat n aansoek wil indien.,Nuwe of ou inwoners kan n aansoek indien.,0.53,afr,test
Hierdie kinders se regte kan weens verskeie redes ook nie eens in n breë familieverband ondervang word nie.,Verder word toegegee dat dit ongewens is om kinders op n groot skaal in inrigtings te versorg.,0.56,afr,test
"Omdat lig nie om n voorwerp kan beweeg nie, vorm n skaduwee daaragter.","As n voorwerp egter deursigtig is, beweeg die lig daardeur.",0.91,afr,test
"Slegs wanneer die inisiatief voor die skerms sigbaar word, kan die konserwatiewe beweging begin reageer.","Barcodes, aan die ander kant, is maklik om te reproduseer en te herhaal.",0.31,afr,test
Christian Lealiifano het die strafdoel oorgeklits: 7-3.,Stel vir jou n nuwe mikpunt en dui dit in die tweede kolom aan.,0.31,afr,test
Die boer het dalk n kind(ers) wat die boerdery by hom gaan oorneem.,Verkoop die boer sy plaas aan die kind(ers)?,0.69,afr,test
Nou spring hy weer in die pilleboksie rond soos een wat n sukkelbestaan voer.,Hou nou op soos n kind tekere gaan.,0.44,afr,test
Ryg n suurlemoenwiggie aan n kebabstokkie gevolg deur n blokkie steak.,Rol n repie calamari op en ryg dit ná die steak aan die stokkie.,0.78,afr,test
"Tog gee die Here haar nog n kans met haar derde kind, Set.",Soos die Here ons almal altyd weer nog n kans gee.,0.81,afr,test
Op watter twee dae kon meeste van die kinders se plante hul eie voedsel maak?,Plante maak hul eie voedsel in hul blare tydens die fotosintese proses.,0.72,afr,test
Na vyf jaar kry ek op eie versoek 'n oorplasing na Port Elizabeth.,As ek reg kan onthou was die mediese klasifikasie van G1 K1 tot G4 K4.,0.16,afr,test
Met sulke belangrike onderwerpe moet dit tog baie maklik wees om n goeie toespraak te hou.,"Die kans dat sy staatsrede n goeie een gaan wees, sal maar baie min wees.",0.41,afr,test
Die kante van die uitgang word ook 9 duim dik gemaak van omtrent 6 dm.,Sy word ook genomineer vir n SAFTA-toekenning vir Aktrise van die Jaar vir haar rol in hierdie film.,0.06,afr,test
Voorts word die oorgang na n oorwegend alfabetiese ordening beskryf.,Benewens suiwer alfabetiese en suiwer tematiese woordeboeke is daar vandag talle woordeboeke met n hibridiese ordening.,0.69,afr,test
Wanneer die vlag snags oor die parlement hang moet dit verlig word.,Wanneer die vlag normaal hang moet die wit baan altyd na links wys met die groen veld op regterkant.,0.69,afr,test
Herhaal nog twee keer sodat n klein mandjie in die muffinholte vorm.,Herhaal met die res van die filodeeg in die ander holtes sodat nog 8-10 mandjies vorm.,0.59,afr,test
"Dit is beskikbaar in laer hoeveelhede, bevat soja en ander onnodige bestanddele en dit is 'n bietjie duurder.","Dit bevat ook 'n baie hoë hoeveelheid vitamien K, en dit sluit onnodige addisionele bestanddele in.",0.38,afr,test
"Die metode bestaan daarin dat die wolmonster, onder bensol, teen 'n swart agtergrond besigtig word.","Die skoon wolmonster word dan in die fles met bensol gedompel, en teen die swart agtergrond besigtig.",0.81,afr,test
"Leerders mag slegs voor skool, tydens pouse of na skool items in die sluitkassies plaas of daaruit haal.",Laat die bier 'n dag of twee by kamertemperatuur gis voordat dit in die koelkas bewaar word.,0.12,afr,test
Ek sal graag n foto stuur as julle dit wil he.,Anzel Ek sal graag jou foto wil opsit sal vir jou n email stuur.,0.62,afr,test
"Altyd versigtig, verbied Da Gama sy manne om hul vaartuie te verlaat.","Want van die 170 manne wat saam met Da Gama uitgevaar het, lewe nog slegs n derde.",0.59,afr,test
Berghonde moet teen alle hond verwante siektes ingeënt word en gereeld deur 'n veearts ondersoek word.,Jaghonde moet gereeld ingeënt word en deur 'n veearts ondersoek word ten einde optimale gesondheid te verseker.,0.69,afr,test
"Die term antichris kom slegs voor in 1 en 2 Johannes, en beide is geskryf deur dieselfde persoon.","Johannes, wat 1 en 2 Johannes geskryf het, is egter óók die skrywer van Openbaring.",0.81,afr,test
"Namate ysberge ouer word, begin n deurmekaarspul van spitse en ander bisarre vorms verskyn.","Dis n positiewe reg, geen negatiewe reg nie.",0.09,afr,test
"Kato wil n baba hê, maar daar is nie n spesiale man in haar lewe nie.","Stef Steenkamp, met wie Kato n jarelange platoniese vriendskap het, kom met n plan vorendag.",0.56,afr,test
Newton se gevolgtrekking was dat n reënboog op dieselfde manier gevorm word.,"In sekere omstandighede word n dubbele reënboog gevorm, met die kleure in die omgekeerde volgorde.",0.94,afr,test
Roer die sous versigtig deur die warm aartappelblokkies net voor opdiening.,"Net voor opskep, roer die laaste room deur.",0.66,afr,test
Die keuse van die regte aanlyn sleutelwoord hulpmiddel vir Amazon soek optimalisering is 'n baie uitdagende taak.,"The Toad in the Village is jou beste opsie vir lekker pizza, kroeg-kos of n bier.",0.25,afr,test
Die wrak lê 4 680 m diep.,Die wrak lê 5 000 m diep.,0.66,afr,test
"Susan het die braile kopie van die eerste penniefluitjie handboek geskenk aan die Intituut vir blindes, Worcester.","Susan besoek die pionierskool vir Blindes se Hoërskool, Worcester.",0.62,afr,test
Op elke straathoek is daar een of ander informele markie met n magdom uiteenlopende produkte.,Die prys is nie oordraagbaar nie en kan nie vir n ander prys of kontant geruil word nie.,0.28,afr,test
Ons bied 'n wye verskeidenheid van Weskus lodges om van te kies en te keur!,"Net soos met die gemmerbier, plaas 2-3 rosyne in elke bottel en draai die doppe liggies vas.",0.28,afr,test
"As jou hele wese vir jou sê jy moet n akteur word, doen dit.","En toe besef ek net dat as ek n akteur is, kan ek al daai goed wees.",0.72,afr,test
Sy het n pistool gegryp en op die aanvallers geskiet.,"Annetjie het die kluis oopgesluit, maar n vuurwapen gegryp en verskeie skote op die aanvallers gevuur.",0.69,afr,test
Celine Dion is in die vierde plek met die $42 miljoen wat sy verdien het.,Die binneste bal vorm dan n kamertjie met n tonnel na buite waardeur jy inklim.,0.28,afr,test
"Die sprokie ruil dan die fopspeen, wat onder die kussing geplaas word, vir 'n geskenk.","Die Paashaas ruil dan die fopspeen vir 'n prettige geskenk, soos die fopspeen.",0.56,afr,test
Blootstelling geskied eerder in en deur ons eie taal.,Die insetsel bied jou besigheid televisiebemarking op n ongewone maar effektiewe wyse.,0.28,afr,test
Daar is n groot verskeidenheid van sulke middels wat die nie-steroïde anti-inflammatoriese middels (NSAI-middels) genoem word.,Hierdie middels word stadig-werkende anti-rumatoïde middels (SAR-middels) genoem.,0.62,afr,test
Die navorsers het n lys opgestel van die top boeke wat mans graag lees.,"Dis romerig, met n ongelooflike rooiwyn-geur.",0.03,afr,test
Die jaareindfunksie het n Mexikaanse tema gehad.,My (enigste) Mexikaanse resepteboek het n salsa verde gehad wat lekker gelyk het.,0.5,afr,test
Hierdie stutte lyk soos n domkrag met n slinger aan die bokant.,"Soos jy die slinger draai, lig n arm aan die kant van die hoekstut.",0.47,afr,test
"Sy pa het hom gegryp en vir n lang tyd, sonder woorde, styf teen hom vasgedruk.","Maar nou dat hierdie seun van pa teruggekom het, reël pa vir hom spesiaal n groot fees.",0.78,afr,test
"In die proses van apologie aanteken, word hulle gekonfronteer met In wye verskeidenheid strategieë waaruit hulle kan kies.","In die aanvaarding van hulle oortredings, kies hulle langer strategieë om apologie aan te teken.",0.78,afr,test
Elke gesin ontvang twee keer per jaar n Brokkie.,"Ek kry nes enigiemand anders seer, maar ek is met n gelukkige hart gebore.",0.44,afr,test
Stap: 6 Spuit ewe veel vulsel met behulp van n spuitsak op elke koeklaag.,"Los n randjie rondom elke laag, anders gaan die vulsel uitpeul wanneer jy die lae opmekaar stapel.",0.66,afr,test
Die wenner is Hilda Smits met Die bome reusagtig soos ons was.,"Baie geluk Hilda met jou wenbundel, Die bome reusagtig soos ons was.",0.84,afr,test
"Persoonlike kommunikasie met ander, in n groepsituasie en deur die sosiale media, lyk vandag gunstig.",Moenie n oorhaastige boodskap in die sosiale media plaas wat jy later sal berou nie.,0.56,afr,test
Ek het nog nooit n hond met soveel emosies gesien soos my ou Boesie nie.,Ou Toffie was n pragtige hond met die oulikste frons op sy voorkop.,0.69,afr,test
Dit het egter eers n deel van die eerste foto van Mars se oppervlak na die aarde gestuur.,Vyf jaar later verskuif ek na Port Elizabeth Tegniese Kollege waar ek later 'n aanstelling as Afdelingshoof kry.,0.19,afr,test
"As jy met die eerste oogopslag n goeie indruk wil maak, moet jou hare netjies wees.",Moet ook nie skaam wees vir n bietjie kleur nie.,0.41,afr,test
"Prik die varkvleis oraloor, plaas dit in n skottel en giet die piekelmengsel oor.",Sit n rak oor en sit die varkvleis op die rak neer.,0.75,afr,test
In hierdie Dinsdag se Allegaartjie gesels ons oor beserings aan diens in Jou regte in die werkplek.,"Hy gaan n baie groot leemte laat, want hy is per slot van sake die Somerset Budget.",0.28,afr,test
Tsonda is aangekla van die besit van onwettige ammunisie en sy medebeskuldigdes vir die besit van gevaarlike wapens.,Al ooit gedink jy is te jonk om 'n verskil te maak aan jou omgewing ?,0.25,afr,test
Daarop sê die koning: Hy bring ook 'n goeie boodskap.,"Toe sê die koning: Hy is 'n goeie man, en hy kom met 'n goeie boodskap.",0.88,afr,test
Die (Klassieke) André-Oort Vermoeding het betrekking tot die verspreiding van spesiale punte op Shimura varieteite.,Verkoop die boer sy plaas aan die kind(ers)?,0.25,afr,test
"Restaurante bedien dit gewoonlik in die verpakking saam met n lepel, omdat die kaas so loperig is.",Dit beteken jou D4D se GVM massa is +/- 2600 kg x 1.5 = +/- 3900 kg.,0.12,afr,test
Dit beteken dat die kind die drie aspekte waaruit ouerlike sorg bestaan van die nie-sorggewende ouer kan eis/vra.,"As jy aanlyn boek, kan jy dophou waar die pakkie trek.",0.25,afr,test
Gideon Malherbe het in 1892 n jagekspedisie saam met SJ du Toit na die Zimbabwe-ruïnes onderneem.,"Hulle is in ongeveer 1810 deur Gideon Malherbe se moeder, Leonora Elizabeth du Toit, geskilder.",0.72,afr,test
Tandplaak is n taai stof wat aan tande vorm wat nie behoorlik skoongehou word nie.,"Wanneer die kooldidrate afbreek word, vorm n suur wat die emalje geleidelik vernietig.",0.75,afr,test
"As n mens dit aanvaar, verstaan jy jouself en ander mense dadelik n bietjie beter.","Maar dan moet jy ook n munisipailteit soos Stad Kaapstad hê, een wat werk.",0.28,afr,test
Dit beteken dat 'n vorm by Aristoteles reeds 'n telos [eindpunt] in sigself huisves (entelegie).,Hierdie vorm (eintlikheid) is vir Aristoteles substansie in die volle sin van die woord.,0.59,afr,test
"Rol dit tot omtrent 2,5 cm dik uit op n oppervlak waaroor jy liggies meel gesif het.","Wanneer jy ander mense blameer, verloor jy die vermoë om te sien wat werklik aan die gang is.",0.09,afr,test
"Die Trust se geldsake word elke jaar deur onafhanklike ouditeurs nagesien, volgens internasionale reëls.",Die Europese Parlement het verlede week 'n ongekende stem teen sanksies teen Hongarye gekry.,0.31,afr,test
Die kante word skuins ingesit om te voorkom dat die voer vermors sal word.,"As die kante regop sou wees, sal voer vermors word en die houer ook minder voer hou.",0.81,afr,test
Omtrent niks gaan verlore wanneer n volstruis geslag word nie.,Die klein vlerke word uitgesprei wanneer hy ooplê oor die veld met n snelheid van tot 65 km/h.,0.69,afr,test
"Gaan lees die Beeld as Maroela dan vir jou so swak is, ek dink hulle doen goeie werk.","Ek dink Maroela Media doen puik werk as jy dit vergelyk met NW24, waarvan Beeld deel is.",0.72,afr,test
Ons wil graag elkeen bedank wat n bydrae gelewer het om die fees moontlik te maak.,Sonder borge sal so n fees ook nie moontlik wees nie.,0.75,afr,test
Dit kan ook bepaal word deur die tydsduur van 'n bepaalde hoeveelheid gebeurtenisse te neem.,Net soos voorheen word die aantal gebeurtenisse gedeel deur die tydsduur om die frekwensie te bereken.,0.84,afr,test
Meng die droë bestanddele met n houtlepel van die kante af in.,"Om n lid te word, moet jy deur n bestaande OTWSA-lid genomineer word.",0.19,afr,test
Tydens die besoek word al die Gr 1 leerlinge se vingerafdrukke op n spesiale sertifikaat aangebring.,Hierdie sertifikaat word saam met n foto van die leerling bewaar vir noodgevalle.,0.81,afr,test
Hy was alom bekend in die distrik en laat n groot vriendekring agter.,Nelson Mandela was vanjaar die mees gesoekte term op Google in Suid-Afrika en die res van die wêreld.,0.28,afr,test
Een van Suid-Afrika se beste skrywers een met n verstommende verbeelding is verlede week dood.,Op n sekere vlak deel suksesvolle wetenskaplikes en skrywers n belangrike eienskap n uitstekende verbeelding.,0.53,afr,test
Die Amoer het altyd n belangrike rol gespeel in die betrekkinge tussen Rusland en China.,In 1689 is die Argoenrivier as die grens tussen die lande vasgestel ná n botsing by die Amoer.,0.62,afr,test
En ek gee jou geen direkte aanbevelings oor 'n enkele aanlyn sleutelwoord hulpmiddel vir Amazon.,Dis ook n oproep en waarskuwing.,0.16,afr,test
Ons bestudeer n koolstofnanobuis in n magneetveld loodreg tot die aksiale rigting.,Hierdie resultaat word openbaar wanneer n bykomende magneetveld parallel tot die as van die koolstofnanobuis toegedien word.,0.78,afr,test
Die premier is beveel om n regrukplan in werking te stel sodat die munisipaliteit sy verpligtinge kan nakom.,In die LiG-artikel is daar nog n paar maklike idees en wenke met bessies.,0.16,afr,test
Dit was n voorreg om vir besonderse vriendinne dié rol by hul spesiale dae te kon vul.,Dié dag gaan oor die viering van n spesiale bevestiging.,0.5,afr,test
"Nee, ek wag maar nog n ruk.","Hoe sterker die lig, hoër die temperatuur en minder die vogtigheid, hoe meer dikwels is water nodig.",0.06,afr,test
Ons kan ook die gradiënt aflei uit n skets.,Maar dit is nie nodig om n skets te hê om die gradiënt te bepaal nie.,0.78,afr,test
Onthou om die lensies veral vir n slaai af te spoel voor dit gebruik word.,Lensies is n goeie bron van proteïen en gee die slaai n interessante tekstuur.,0.72,afr,test
"Wat julle nie besef nie, is dat daar geen meer aktiewe rol is om te bid nie.",Ent alle skape uitgesonderd die lammers teen Sponssiekte.,0.28,afr,test
Ilse Salzwedel gesels met hom oor Die vyfde Aspoester.,Ilse Salzwedel gesels met Karen de Wet oor die kortlyste van die UJ-pryse wat pas bekendgemaak is.,0.62,afr,test
"Alle paaie lei na Rome, lui die spreekwoord.","Alle paaie lei na Rome, maar net een Weg lei na die koninkryk van die hemele.",0.81,afr,test
Hulle hou hulle onskuldig en maak of hulle my nie in my volle waarheid gesien het nie.,Toe hou ek my net so onskuldig en maak of ek nie weet wat hulle gesien het nie.,0.84,afr,test
"Daarom kan die plantsoorte, wat hierdie spesifika nodig het, nie meer op sulke hoogtes gedy nie.",Niemand kom tot die Vader behalwe deur Hom nie (Johannes 14:6).,0.16,afr,test
"Sodra die ysstroom die see bereik, kalwe die ys weg en word n gletser-ysberg gebore.",Mettertyd is al wat gesien kan word n paar suile wat bo die see uitsteek.,0.53,afr,test
"Kook die vleis eers vir n rukkie met asyn, bietjie naeltjies en n paar uie.","Hierdie artikel handel oor die Deense wetenskaplike en digter, Piet Hein.",0.06,afr,test
"Afgekoelde, droë, verbrande klere moet nie verwyder word nie aangesien dit infeksie kan veroorsaak.","Alle paaie lei na Rome, lui die spreekwoord.",0.19,afr,test
Gebruik n gieter pleks van n tuinslang.,Laat die bier 12 uur lank by kamertemperatuur staan en plaas dit dan in die koelkas.,0.19,afr,test
Dis ook n geleentheid vir n rustige eerlike selfondersoek.,"Hy was getroud met Ingegerd, n dogter van Olaf II van Swede.",0.12,afr,test
Ek is nog altyd mal oor Wiskunde maar daardie vraestel was n siek grap.,Daarbenewens word dit ook teen 'n goeie prys aangebied.,0.09,afr,test
